Sample	bp_processed	r_with_adapters	quality_trimmed	r_processed	percent_trimmed	bp_written
SLX-11165.ORDRB06.HFMVTBBXX.s_2.r_1	68622450	456468	71015	1372449	1.1899633429	67805868
SLX-11165.ORDRB06.HFN3MBBXX.s_5.r_1	72673400	483303	86144	1453468	1.20714319132	71796128
SLX-11165.ORDRB06.HFN3MBBXX.s_6.r_1	74185150	492719	79808	1483703	1.18712976923	73304476
SLX-11165.ORDRB06.HFN3MBBXX.s_7.r_1	72576200	482708	80446	1451524	1.19859678517	71706304
SLX-11165.ORDRB07.HFMVTBBXX.s_1.r_1	108580650	762823	126551	2171613	1.39741012786	107063333
SLX-11165.ORDRB07.HFMVTBBXX.s_2.r_1	110659250	780124	112583	2213185	1.38748545648	109123869
SLX-11165.ORDRB07.HFN3MBBXX.s_5.r_1	117289850	824596	130652	2345797	1.37367726193	115678666
SLX-11165.ORDRB07.HFN3MBBXX.s_6.r_1	120678300	849724	124986	2413566	1.37011376528	119024870
SLX-11165.ORDRB07.HFN3MBBXX.s_7.r_1	117082800	822799	125486	2341656	1.37249194587	115475848
SLX-11165.ORDRB08.HFMVTBBXX.s_1.r_1	108045150	794855	149604	2160903	1.42365390765	106506961
SLX-11165.ORDRB08.HFMVTBBXX.s_2.r_1	110121600	811134	128447	2202432	1.39796370558	108582140
SLX-11165.ORDRB08.HFN3MBBXX.s_5.r_1	119369700	876545	160369	2387394	1.39701197205	117702091
SLX-11165.ORDRB08.HFN3MBBXX.s_6.r_1	122331850	899199	153555	2446637	1.38019902421	120643427
SLX-11165.ORDRB08.HFN3MBBXX.s_7.r_1	119090750	874433	152523	2381815	1.38881903087	117436795
SLX-11165.ORDRB09.HFMVTBBXX.s_1.r_1	159347600	1118661	229202	3186952	1.3725327523	157160502
SLX-11165.ORDRB09.HFMVTBBXX.s_2.r_1	160077050	1125550	201346	3201541	1.34221426494	157928473
SLX-11165.ORDRB09.HFN3MBBXX.s_5.r_1	174431900	1226280	251594	3488638	1.35791962365	172063255
SLX-11165.ORDRB09.HFN3MBBXX.s_6.r_1	179712600	1263116	237175	3594252	1.33228777504	177318311
SLX-11165.ORDRB09.HFN3MBBXX.s_7.r_1	174363800	1226016	238189	3487276	1.34846223815	172012570
SLX-11165.ORDRB10.HFMVTBBXX.s_1.r_1	231551000	1582480	303137	4631020	1.26842121174	228613958
SLX-11165.ORDRB10.HFMVTBBXX.s_2.r_1	235928800	1610298	265599	4718576	1.23877669873	233006169
SLX-11165.ORDRB10.HFN3MBBXX.s_5.r_1	252959300	1727351	327285	5059186	1.25198124758	249792297
SLX-11165.ORDRB10.HFN3MBBXX.s_6.r_1	260943050	1783508	310339	5218861	1.2351553337	257719998
SLX-11165.ORDRB10.HFN3MBBXX.s_7.r_1	252914800	1728672	308321	5058296	1.24601130499	249763453
SLX-11165.ORDRB11.HFMVTBBXX.s_1.r_1	205745100	1422068	280682	4114902	1.30905717803	203051779
SLX-11165.ORDRB11.HFMVTBBXX.s_2.r_1	208899500	1443333	235932	4177990	1.28094418608	206223614
SLX-11165.ORDRB11.HFN3MBBXX.s_5.r_1	224285300	1550766	296737	4485706	1.28784186926	221396860
SLX-11165.ORDRB11.HFN3MBBXX.s_6.r_1	231134950	1600907	284218	4622699	1.2741703494	228189897
SLX-11165.ORDRB11.HFN3MBBXX.s_7.r_1	224399650	1552491	285784	4487993	1.28804478973	221509282
SLX-11165.ORDRB12.HFMVTBBXX.s_1.r_1	118090550	799645	132838	2361811	1.25395131109	116609752
SLX-11165.ORDRB12.HFMVTBBXX.s_2.r_1	119772700	810255	117684	2395454	1.23260392393	118296377
SLX-11165.ORDRB12.HFN3MBBXX.s_5.r_1	128519950	871197	139225	2570399	1.23756039432	126929438
SLX-11165.ORDRB12.HFN3MBBXX.s_6.r_1	132465400	897003	133006	2649308	1.22357083435	130844592
SLX-11165.ORDRB12.HFN3MBBXX.s_7.r_1	128408550	869642	135109	2568171	1.24018533034	126816046
SLX-11165.ORDRC05.HFMVTBBXX.s_1.r_1	104277100	699437	152447	2085542	1.31952269482	102901140
SLX-11165.ORDRC05.HFMVTBBXX.s_2.r_1	105743650	709435	130466	2114873	1.28765273376	104382039
SLX-11165.ORDRC05.HFN3MBBXX.s_5.r_1	113357700	759272	164243	2267154	1.29906393655	111885111
SLX-11165.ORDRC05.HFN3MBBXX.s_6.r_1	116746050	782634	153289	2334921	1.27888866476	115252998
SLX-11165.ORDRC05.HFN3MBBXX.s_7.r_1	113314750	759229	155595	2266295	1.29087784247	111851995
SLX-11165.ORDRC06.HFMVTBBXX.s_1.r_1	70328500	459369	93996	1406570	1.32998286612	69393143
SLX-11165.ORDRC06.HFMVTBBXX.s_2.r_1	71269300	465288	83094	1425386	1.29916668187	70343393
SLX-11165.ORDRC06.HFN3MBBXX.s_5.r_1	76290750	497417	101428	1525815	1.30764214535	75293140
SLX-11165.ORDRC06.HFN3MBBXX.s_6.r_1	78638750	513854	95056	1572775	1.28748485956	77626288
SLX-11165.ORDRC06.HFN3MBBXX.s_7.r_1	76351600	498322	95179	1527032	1.29995704085	75359062
SLX-11165.ORDRC07.HFMVTBBXX.s_1.r_1	144823800	1004066	222588	2896476	1.37713966903	142829374
SLX-11165.ORDRC07.HFMVTBBXX.s_2.r_1	146736250	1013686	193414	2934725	1.3468103485	144759991
SLX-11165.ORDRC07.HFN3MBBXX.s_5.r_1	157689250	1090465	250212	3153785	1.36066726172	155543624
SLX-11165.ORDRC07.HFN3MBBXX.s_6.r_1	162632950	1124858	239350	3252659	1.34294803113	160448874
SLX-11165.ORDRC07.HFN3MBBXX.s_7.r_1	158360750	1096645	238948	3167215	1.35445304471	156215828
SLX-11165.ORDRC08.HFMVTBBXX.s_1.r_1	125970400	899787	164039	2519408	1.62412360364	123924485
SLX-11165.ORDRC08.HFMVTBBXX.s_2.r_1	128029700	914912	148132	2560594	1.60119253579	125979698
SLX-11165.ORDRC08.HFN3MBBXX.s_5.r_1	135466900	964828	175667	2709338	1.59005557815	133312901
SLX-11165.ORDRC08.HFN3MBBXX.s_6.r_1	139148200	989478	162810	2782964	1.56679784575	136968029
SLX-11165.ORDRC08.HFN3MBBXX.s_7.r_1	135975450	968665	165584	2719509	1.58225988588	133823965
SLX-11165.ORDRC09.HFMVTBBXX.s_1.r_1	152075900	968919	233248	3041518	1.19194691598	150263236
SLX-11165.ORDRC09.HFMVTBBXX.s_2.r_1	154640850	984152	202574	3092817	1.15865439177	152849097
SLX-11165.ORDRC09.HFN3MBBXX.s_5.r_1	166246900	1061535	250667	3324938	1.17856212657	164287577
SLX-11165.ORDRC09.HFN3MBBXX.s_6.r_1	170357200	1088492	232506	3407144	1.15878694883	168383123
SLX-11165.ORDRC09.HFN3MBBXX.s_7.r_1	165753800	1059484	230893	3315076	1.16935056693	163815557
SLX-11165.ORDRC10.HFMVTBBXX.s_1.r_1	170351350	1137492	199853	3407027	1.25455771263	168214194
SLX-11165.ORDRC10.HFMVTBBXX.s_2.r_1	173244550	1157421	180475	3464891	1.23241048564	171109466
SLX-11165.ORDRC10.HFN3MBBXX.s_5.r_1	186270100	1245910	213069	3725402	1.23492283517	183969808
SLX-11165.ORDRC10.HFN3MBBXX.s_6.r_1	191950300	1284739	206633	3839006	1.22623720828	189596534
SLX-11165.ORDRC10.HFN3MBBXX.s_7.r_1	186082000	1243826	204500	3721640	1.23371363162	183786281
SLX-11165.ORDRC11.HFMVTBBXX.s_1.r_1	166964200	1172527	226729	3339284	1.31722788478	164764901
SLX-11165.ORDRC11.HFMVTBBXX.s_2.r_1	170344450	1197365	198891	3406889	1.28965927566	168147587
SLX-11165.ORDRC11.HFN3MBBXX.s_5.r_1	184188550	1293839	250412	3683771	1.29814801191	181797510
SLX-11165.ORDRC11.HFN3MBBXX.s_6.r_1	188641100	1325616	232394	3772822	1.2792466753	186227915
SLX-11165.ORDRC11.HFN3MBBXX.s_7.r_1	183727750	1289498	232621	3674555	1.28873673139	181359983
SLX-11165.ORDRC12.HFMVTBBXX.s_1.r_1	151091150	1042383	192550	3021823	1.25088266255	149201177
SLX-11165.ORDRC12.HFMVTBBXX.s_2.r_1	153868000	1062068	174186	3077360	1.23221072608	151972022
SLX-11165.ORDRC12.HFN3MBBXX.s_5.r_1	166081600	1147523	214567	3321632	1.24142168669	164019827
SLX-11165.ORDRC12.HFN3MBBXX.s_6.r_1	169614300	1171136	202383	3392286	1.22534951357	167535932
SLX-11165.ORDRC12.HFN3MBBXX.s_7.r_1	165216200	1140475	203688	3304324	1.23439045324	163176787
SLX-11165.ORDRD04.HFMVTBBXX.s_1.r_1	167110650	1160310	210278	3342213	1.25130026123	165019594
SLX-11165.ORDRD04.HFMVTBBXX.s_2.r_1	170975250	1185911	187688	3419505	1.22567798556	168879644
SLX-11165.ORDRD04.HFN3MBBXX.s_5.r_1	181292450	1257924	221734	3625849	1.23567142482	179052271
SLX-11165.ORDRD04.HFN3MBBXX.s_6.r_1	187102750	1300428	211971	3742055	1.22309426238	184814307
SLX-11165.ORDRD04.HFN3MBBXX.s_7.r_1	181959950	1263496	207244	3639199	1.22743109129	179726517
SLX-11165.ORDRD05.HFMVTBBXX.s_1.r_1	60882750	429832	76575	1217655	1.23575232722	60130390
SLX-11165.ORDRD05.HFMVTBBXX.s_2.r_1	61899150	435812	69166	1237983	1.20924923848	61150635
SLX-11165.ORDRD05.HFN3MBBXX.s_5.r_1	66438600	468402	81310	1328772	1.22275755359	65626217
SLX-11165.ORDRD05.HFN3MBBXX.s_6.r_1	68556450	484007	76835	1371129	1.20584423493	67729766
SLX-11165.ORDRD05.HFN3MBBXX.s_7.r_1	66741600	471530	78418	1334832	1.21342311242	65931742
SLX-11165.ORDRD06.HFMVTBBXX.s_1.r_1	116188550	756299	149021	2323771	1.26507818542	114718674
SLX-11165.ORDRD06.HFMVTBBXX.s_2.r_1	118262050	768663	131460	2365241	1.23747136127	116798591
SLX-11165.ORDRD06.HFN3MBBXX.s_5.r_1	126936100	825954	158011	2538722	1.24196190052	125359602
SLX-11165.ORDRD06.HFN3MBBXX.s_6.r_1	130085150	847038	147928	2601703	1.22913952899	128486222
SLX-11165.ORDRD06.HFN3MBBXX.s_7.r_1	126599850	826141	151417	2531997	1.24511363955	125023538
SLX-11165.ORDRD07.HFMVTBBXX.s_1.r_1	122785050	885078	163043	2455701	1.32794668406	121154530
SLX-11165.ORDRD07.HFMVTBBXX.s_2.r_1	125222150	903736	144832	2504443	1.3032806097	123590154
SLX-11165.ORDRD07.HFN3MBBXX.s_5.r_1	133528450	961237	171883	2670569	1.30669905926	131783635
SLX-11165.ORDRD07.HFN3MBBXX.s_6.r_1	137542250	989948	163965	2750845	1.28662938115	135772591
SLX-11165.ORDRD07.HFN3MBBXX.s_7.r_1	133813400	963582	160469	2676268	1.29623116967	132078869
SLX-11165.ORDRD08.HFMVTBBXX.s_1.r_1	122971900	825171	159269	2459438	1.33901972727	121325282
SLX-11165.ORDRD08.HFMVTBBXX.s_2.r_1	125011850	839181	141306	2500237	1.30788881214	123376834
SLX-11165.ORDRD08.HFN3MBBXX.s_5.r_1	135378250	910078	170496	2707565	1.31389643462	133599520
SLX-11165.ORDRD08.HFN3MBBXX.s_6.r_1	139304700	937391	160573	2786094	1.29607041256	137499213
SLX-11165.ORDRD08.HFN3MBBXX.s_7.r_1	134937900	905693	163622	2698758	1.30447042677	133177675
SLX-11165.ORDRD09.HFMVTBBXX.s_1.r_1	139516550	973111	157851	2790331	1.32937848592	137661847
SLX-11165.ORDRD09.HFMVTBBXX.s_2.r_1	141599900	988159	143449	2831998	1.30948115076	139745676
SLX-11165.ORDRD09.HFN3MBBXX.s_5.r_1	152987900	1067434	164943	3059758	1.30617911613	150989604
SLX-11165.ORDRD09.HFN3MBBXX.s_6.r_1	157622100	1099331	157901	3152442	1.29243551507	155584936
SLX-11165.ORDRD09.HFN3MBBXX.s_7.r_1	152831950	1066208	160311	3056639	1.29725688902	150849327
SLX-11165.ORDRD10.HFMVTBBXX.s_1.r_1	216996300	1551828	439542	4339926	1.53202796545	213671856
SLX-11165.ORDRD10.HFMVTBBXX.s_2.r_1	220286400	1573008	382286	4405728	1.49688814198	216988959
SLX-11165.ORDRD10.HFN3MBBXX.s_5.r_1	237884300	1697260	428524	4757686	1.48361073009	234355023
SLX-11165.ORDRD10.HFN3MBBXX.s_6.r_1	245081100	1749631	417397	4901622	1.46692054181	241485955
SLX-11165.ORDRD10.HFN3MBBXX.s_7.r_1	237907750	1698538	467480	4758155	1.50168416119	234335127
SLX-11165.ORDRD11.HFMVTBBXX.s_1.r_1	161117400	1120551	221721	3222348	1.25951387001	159088104
SLX-11165.ORDRD11.HFMVTBBXX.s_2.r_1	163783800	1142588	194787	3275676	1.23906943178	161754405
SLX-11165.ORDRD11.HFN3MBBXX.s_5.r_1	177040850	1233412	251017	3540817	1.25539614162	174818286
SLX-11165.ORDRD11.HFN3MBBXX.s_6.r_1	181765000	1266635	235353	3635300	1.23691744835	179516717
SLX-11165.ORDRD11.HFN3MBBXX.s_7.r_1	176514650	1229094	230916	3530293	1.24448763884	174317947
SLX-11165.ORDRD12.HFMVTBBXX.s_1.r_1	199888200	1385743	235367	3997764	1.21344631649	197462664
SLX-11165.ORDRD12.HFMVTBBXX.s_2.r_1	203404000	1409341	206986	4068080	1.1895124973	200984484
SLX-11165.ORDRD12.HFN3MBBXX.s_5.r_1	219632300	1521493	247223	4392646	1.19599075364	217005518
SLX-11165.ORDRD12.HFN3MBBXX.s_6.r_1	226581650	1571231	244477	4531633	1.18934476821	223886813
SLX-11165.ORDRD12.HFN3MBBXX.s_7.r_1	219688750	1524215	238621	4393775	1.19480719882	217063893
SLX-11165.ORDRE04.HFMVTBBXX.s_1.r_1	231686950	1540402	274378	4633739	1.25619764083	228776504
SLX-11165.ORDRE04.HFMVTBBXX.s_2.r_1	235658300	1566292	248237	4713166	1.23690020678	232743442
SLX-11165.ORDRE04.HFN3MBBXX.s_5.r_1	252753300	1681808	288929	5055066	1.23736979893	249625807
SLX-11165.ORDRE04.HFN3MBBXX.s_6.r_1	261213900	1739186	281433	5224278	1.2259573476	258011529
SLX-11165.ORDRE04.HFN3MBBXX.s_7.r_1	253116000	1686056	281381	5062320	1.23688545963	249985245
SLX-11165.ORDRE06.HFMVTBBXX.s_1.r_1	92221450	632938	116621	1844429	1.24420294845	91074028
SLX-11165.ORDRE06.HFMVTBBXX.s_2.r_1	94034150	645193	104520	1880683	1.2220794254	92884978
SLX-11165.ORDRE06.HFN3MBBXX.s_5.r_1	101383050	696214	124405	2027661	1.22927451877	100136774
SLX-11165.ORDRE06.HFN3MBBXX.s_6.r_1	104134150	715670	120723	2082683	1.22051027449	102863182
SLX-11165.ORDRE06.HFN3MBBXX.s_7.r_1	101212950	695636	118862	2024259	1.22451623038	99973581
SLX-11165.ORDRE07.HFMVTBBXX.s_1.r_1	151641900	1025374	183701	3032838	1.26357490905	149725791
SLX-11165.ORDRE07.HFMVTBBXX.s_2.r_1	153996100	1041645	165008	3079922	1.24544582623	152078162
SLX-11165.ORDRE07.HFN3MBBXX.s_5.r_1	165850900	1120932	195893	3317018	1.24919430645	163779100
SLX-11165.ORDRE07.HFN3MBBXX.s_6.r_1	171629250	1161735	190374	3432585	1.23814443051	169504232
SLX-11165.ORDRE07.HFN3MBBXX.s_7.r_1	165676750	1122725	188342	3313535	1.24731321685	163610242
SLX-11165.ORDRE08.HFMVTBBXX.s_1.r_1	121767800	867369	155264	2435356	1.55771394408	119871006
SLX-11165.ORDRE08.HFMVTBBXX.s_2.r_1	123429300	880387	139193	2468586	1.54255270021	121525338
SLX-11165.ORDRE08.HFN3MBBXX.s_5.r_1	133772050	951929	169243	2675441	1.52232772093	131735601
SLX-11165.ORDRE08.HFN3MBBXX.s_6.r_1	137541850	978230	162827	2750837	1.50493904219	135471929
SLX-11165.ORDRE08.HFN3MBBXX.s_7.r_1	133495800	950073	162254	2669916	1.52180667856	131464252
SLX-11165.ORDRE09.HFMVTBBXX.s_1.r_1	126367000	865498	161405	2527340	1.25018082252	124787184
SLX-11165.ORDRE09.HFMVTBBXX.s_2.r_1	128719900	879517	143140	2574398	1.22029227804	127149141
SLX-11165.ORDRE09.HFN3MBBXX.s_5.r_1	138754850	949572	171037	2775097	1.22844642908	137050321
SLX-11165.ORDRE09.HFN3MBBXX.s_6.r_1	143400950	981034	165334	2868019	1.21496545176	141658678
SLX-11165.ORDRE09.HFN3MBBXX.s_7.r_1	138710450	949053	163236	2774209	1.22159073091	137015976
SLX-11165.ORDRE10.HFMVTBBXX.s_1.r_1	152786300	1055731	192576	3055726	1.2792154794	150831834
SLX-11165.ORDRE10.HFMVTBBXX.s_2.r_1	155065750	1071662	171836	3101315	1.25734664167	153116036
SLX-11165.ORDRE10.HFN3MBBXX.s_5.r_1	168533500	1164792	214595	3370670	1.26681520291	166398492
SLX-11165.ORDRE10.HFN3MBBXX.s_6.r_1	174304850	1207001	202473	3486097	1.24971622993	172126534
SLX-11165.ORDRE10.HFN3MBBXX.s_7.r_1	168386550	1164165	201856	3367731	1.25788312665	166268444
SLX-11165.ORDRE11.HFMVTBBXX.s_1.r_1	162505250	1168875	296389	3250105	1.44688556216	160153985
SLX-11165.ORDRE11.HFMVTBBXX.s_2.r_1	165287900	1187737	253346	3305758	1.41588525234	162947613
SLX-11165.ORDRE11.HFN3MBBXX.s_5.r_1	178394000	1282689	302423	3567880	1.41572642578	175868429
SLX-11165.ORDRE11.HFN3MBBXX.s_6.r_1	183114800	1315407	295510	3662296	1.40365661323	180544497
SLX-11165.ORDRE11.HFN3MBBXX.s_7.r_1	178413350	1284065	321450	3568267	1.42761402104	175866296
SLX-11165.ORDRE12.HFMVTBBXX.s_1.r_1	147656800	1035792	172069	2953136	1.212221855	145866872
SLX-11165.ORDRE12.HFMVTBBXX.s_2.r_1	150076200	1053836	156532	3001524	1.19532277603	148282305
SLX-11165.ORDRE12.HFN3MBBXX.s_5.r_1	162563900	1141358	185725	3251278	1.19955168398	160613862
SLX-11165.ORDRE12.HFN3MBBXX.s_6.r_1	168072850	1180023	178619	3361457	1.18880176067	166074797
SLX-11165.ORDRE12.HFN3MBBXX.s_7.r_1	162720450	1141360	177727	3254409	1.19122642544	160782081
SLX-11165.ORDRF04.HFMVTBBXX.s_1.r_1	127348250	852963	162093	2546965	1.21857347863	125796418
SLX-11165.ORDRF04.HFMVTBBXX.s_2.r_1	128938950	861295	147623	2578779	1.19555650174	127397412
SLX-11165.ORDRF04.HFN3MBBXX.s_5.r_1	140475200	941017	181905	2809504	1.21054250145	138774688
SLX-11165.ORDRF04.HFN3MBBXX.s_6.r_1	145025350	970906	170255	2900507	1.19314519841	143294987
SLX-11165.ORDRF04.HFN3MBBXX.s_7.r_1	140285500	938595	171806	2805710	1.19969562072	138602501
SLX-11165.ORDRF05.HFMVTBBXX.s_1.r_1	95416150	656388	121557	1908323	1.28063540606	94194217
SLX-11165.ORDRF05.HFMVTBBXX.s_2.r_1	97578500	669380	111847	1951570	1.25634130469	96352581
SLX-11165.ORDRF05.HFN3MBBXX.s_5.r_1	103990000	713451	130365	2079800	1.2568439273	102683008
SLX-11165.ORDRF05.HFN3MBBXX.s_6.r_1	107697600	739512	124022	2153952	1.2454975784	106356229
SLX-11165.ORDRF05.HFN3MBBXX.s_7.r_1	104289250	716329	125144	2085785	1.2547601982	102980670
SLX-11165.ORDRF06.HFMVTBBXX.s_1.r_1	73311400	515568	85093	1466228	1.56199717916	72166278
SLX-11165.ORDRF06.HFMVTBBXX.s_2.r_1	74715300	526160	75355	1494306	1.54867075418	73558206
SLX-11165.ORDRF06.HFN3MBBXX.s_5.r_1	79013300	554960	87987	1580266	1.52599499072	77807561
SLX-11165.ORDRF06.HFN3MBBXX.s_6.r_1	81549550	573399	83882	1630991	1.51520149406	80313910
SLX-11165.ORDRF06.HFN3MBBXX.s_7.r_1	79132550	554781	83830	1582651	1.52914192706	77922501
SLX-11165.ORDRF07.HFMVTBBXX.s_1.r_1	133154750	993405	153762	2663095	1.31772693051	131400134
SLX-11165.ORDRF07.HFMVTBBXX.s_2.r_1	135022750	1008100	135151	2700455	1.29878039071	133269101
SLX-11165.ORDRF07.HFN3MBBXX.s_5.r_1	147425550	1099147	164074	2948511	1.29811759224	145511793
SLX-11165.ORDRF07.HFN3MBBXX.s_6.r_1	152196800	1136502	157814	3043936	1.28625963227	150239154
SLX-11165.ORDRF07.HFN3MBBXX.s_7.r_1	147509950	1098672	158205	2950199	1.29097121923	145605639
SLX-11165.ORDRF08.HFMVTBBXX.s_1.r_1	144086850	978665	205730	2881737	1.30801804606	142202168
SLX-11165.ORDRF08.HFMVTBBXX.s_2.r_1	145604400	987525	185091	2912088	1.28029372739	143740236
SLX-11165.ORDRF08.HFN3MBBXX.s_5.r_1	158072800	1074859	227083	3161456	1.29144546057	156031376
SLX-11165.ORDRF08.HFN3MBBXX.s_6.r_1	162214850	1102405	213270	3244297	1.27406399599	160148129
SLX-11165.ORDRF08.HFN3MBBXX.s_7.r_1	157821650	1071202	215701	3156433	1.28257118082	155797475
SLX-11165.ORDRF09.HFMVTBBXX.s_1.r_1	170062650	1174566	201820	3401253	1.20594204548	168011793
SLX-11165.ORDRF09.HFMVTBBXX.s_2.r_1	172575750	1193381	183802	3451515	1.18710305475	170527098
SLX-11165.ORDRF09.HFN3MBBXX.s_5.r_1	189130550	1311094	223882	3782611	1.19870903987	186863425
SLX-11165.ORDRF09.HFN3MBBXX.s_6.r_1	194889500	1350425	213614	3897790	1.18494839383	192580160
SLX-11165.ORDRF09.HFN3MBBXX.s_7.r_1	188893550	1308250	208081	3777871	1.18835661673	186648821
SLX-11165.ORDRF11.HFMVTBBXX.s_1.r_1	169192700	1179372	221272	3383854	1.33159291151	166939742
SLX-11165.ORDRF11.HFMVTBBXX.s_2.r_1	170588150	1189044	192326	3411763	1.30495406627	168362053
SLX-11165.ORDRF11.HFN3MBBXX.s_5.r_1	186740650	1302095	245074	3734813	1.31302156226	184288705
SLX-11165.ORDRF11.HFN3MBBXX.s_6.r_1	191809750	1334224	234558	3836195	1.29594402787	189324003
SLX-11165.ORDRF11.HFN3MBBXX.s_7.r_1	186151950	1295151	232106	3723039	1.30586437585	183721058
SLX-11165.ORDRF12.HFMVTBBXX.s_1.r_1	132427800	936345	191069	2648556	1.29188735296	130716982
SLX-11165.ORDRF12.HFMVTBBXX.s_2.r_1	134842400	951694	169899	2696848	1.2612427545	133141710
SLX-11165.ORDRF12.HFN3MBBXX.s_5.r_1	147289250	1040960	202550	2945785	1.26832202622	145421148
SLX-11165.ORDRF12.HFN3MBBXX.s_6.r_1	151482050	1071854	195285	3029641	1.2549077597	149581090
SLX-11165.ORDRF12.HFN3MBBXX.s_7.r_1	146816300	1037491	198127	2936326	1.26490723441	144959210
SLX-11165.ORDRG04.HFMVTBBXX.s_1.r_1	178779500	1246136	276756	3575590	1.3027354926	176450476
