Sample	adapter_content	Sequences flagged as poor quality	sequence_duplication_levels	avg_sequence_length	Encoding	kmer_content	per_base_sequence_quality	sequence_length_distribution	Sequence length	File type	basic_statistics	per_sequence_gc_content	Total Sequences	per_base_n_content	per_base_sequence_content	overrepresented_sequences	%GC	total_deduplicated_percentage	Filename	per_tile_sequence_quality	per_sequence_quality_scores
SLX-11165.ORDRD06.HFMVTBBXX.s_2.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2365241.0	pass	pass	warn	50.0	53.9357377701	SLX-11165.ORDRD06.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRD06.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	warn	49.3920629745	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2364513.0	pass	fail	warn	51.0	54.1294637733	SLX-11165.ORDRD06.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRD06.HFN3MBBXX.s_5.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2538722.0	pass	pass	warn	50.0	54.3791560089	SLX-11165.ORDRD06.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRD06.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	warn	49.3908512112	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2537866.0	pass	fail	warn	50.0	54.5381511993	SLX-11165.ORDRD06.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRD06.HFN3MBBXX.s_6.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2601703.0	pass	pass	warn	50.0	54.3221221934	SLX-11165.ORDRD06.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRD06.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	warn	49.3970750174	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2600836.0	pass	fail	warn	50.0	54.4918543191	SLX-11165.ORDRD06.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRD06.HFN3MBBXX.s_7.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2531997.0	pass	pass	warn	50.0	54.1776214325	SLX-11165.ORDRD06.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRD06.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	warn	49.3895929034	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2531119.0	pass	fail	warn	50.0	54.3456894201	SLX-11165.ORDRD06.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRD07.HFMVTBBXX.s_1.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2455701.0	pass	pass	warn	43.0	28.9640518787	SLX-11165.ORDRD07.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRD07.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	fail	49.3518128401	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2454629.0	pass	fail	warn	43.0	29.2631614898	SLX-11165.ORDRD07.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRD07.HFMVTBBXX.s_2.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2504443.0	pass	pass	warn	43.0	28.3433093829	SLX-11165.ORDRD07.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRD07.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	fail	49.3637570729	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2503385.0	pass	fail	warn	43.0	28.6787908703	SLX-11165.ORDRD07.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRD07.HFN3MBBXX.s_5.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2670569.0	pass	pass	warn	42.0	27.7979927436	SLX-11165.ORDRD07.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRD07.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	fail	49.3613590466	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2669489.0	pass	fail	warn	43.0	28.0744623817	SLX-11165.ORDRD07.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRD07.HFN3MBBXX.s_6.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2750845.0	pass	pass	warn	42.0	27.4946614435	SLX-11165.ORDRD07.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRD07.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	fail	49.3695676523	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2749870.0	pass	fail	warn	43.0	27.8017746839	SLX-11165.ORDRD07.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRD07.HFN3MBBXX.s_7.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2676268.0	pass	pass	warn	42.0	27.676921993	SLX-11165.ORDRD07.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRD07.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	fail	49.366261651	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2675205.0	pass	fail	warn	43.0	27.9708232237	SLX-11165.ORDRD07.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRD08.HFMVTBBXX.s_1.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2459438.0	pass	pass	warn	48.0	36.724550661	SLX-11165.ORDRD08.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRD08.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	fail	49.3487245891	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2458149.0	pass	fail	warn	48.0	36.9018052698	SLX-11165.ORDRD08.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRD08.HFMVTBBXX.s_2.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2500237.0	pass	pass	warn	48.0	36.4813670459	SLX-11165.ORDRD08.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRD08.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	fail	49.3609818011	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2499162.0	pass	fail	warn	48.0	36.6853043685	SLX-11165.ORDRD08.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRD08.HFN3MBBXX.s_5.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2707565.0	pass	pass	warn	48.0	36.6559435127	SLX-11165.ORDRD08.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRD08.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	fail	49.3601907888	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2706238.0	pass	fail	warn	48.0	36.8400869529	SLX-11165.ORDRD08.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRD08.HFN3MBBXX.s_6.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2786094.0	pass	pass	warn	48.0	36.6107306016	SLX-11165.ORDRD08.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRD08.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	fail	49.3679690521	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2784813.0	pass	fail	warn	48.0	36.8013259135	SLX-11165.ORDRD08.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRD08.HFN3MBBXX.s_7.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2698758.0	pass	pass	warn	48.0	36.3896551145	SLX-11165.ORDRD08.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRD08.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	fail	49.3643087121	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2697465.0	pass	fail	warn	48.0	36.5881089557	SLX-11165.ORDRD08.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRD09.HFMVTBBXX.s_1.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2790331.0	pass	pass	warn	46.0	51.4993970094	SLX-11165.ORDRD09.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRD09.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	warn	49.34787062	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2789333.0	pass	fail	warn	46.0	51.6648372771	SLX-11165.ORDRD09.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRD09.HFMVTBBXX.s_2.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2831998.0	pass	pass	warn	46.0	51.1462606572	SLX-11165.ORDRD09.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRD09.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	warn	49.3556474065	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2831158.0	pass	fail	warn	47.0	51.3429173435	SLX-11165.ORDRD09.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRD09.HFN3MBBXX.s_5.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3059758.0	pass	pass	warn	46.0	51.2162640137	SLX-11165.ORDRD09.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRD09.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	warn	49.3583462416	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3058754.0	pass	fail	warn	46.0	51.3757702444	SLX-11165.ORDRD09.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRD09.HFN3MBBXX.s_6.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3152442.0	pass	pass	warn	46.0	51.2995846719	SLX-11165.ORDRD09.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRD09.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	warn	49.3646053766	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3151473.0	pass	fail	warn	46.0	51.4838521857	SLX-11165.ORDRD09.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRD09.HFN3MBBXX.s_7.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3056639.0	pass	pass	warn	46.0	51.1801052299	SLX-11165.ORDRD09.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRD09.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	warn	49.3620489634	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3055711.0	pass	fail	warn	46.0	51.3475130236	SLX-11165.ORDRD09.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRD10.HFMVTBBXX.s_1.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	4339926.0	pass	pass	warn	46.0	48.930002839	SLX-11165.ORDRD10.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRD10.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	fail	49.2469771084	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	4338313.0	pass	fail	warn	46.0	48.8474781287	SLX-11165.ORDRD10.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRD10.HFMVTBBXX.s_2.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	4405728.0	pass	pass	warn	46.0	48.4816356239	SLX-11165.ORDRD10.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRD10.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	fail	49.2629591536	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	4404300.0	pass	fail	warn	46.0	48.5080181724	SLX-11165.ORDRD10.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRD10.HFN3MBBXX.s_5.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	4757686.0	pass	pass	warn	46.0	48.4273050082	SLX-11165.ORDRD10.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRD10.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	fail	49.2700980011	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	4756070.0	pass	fail	warn	46.0	48.4309287261	SLX-11165.ORDRD10.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRD10.HFN3MBBXX.s_6.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	4901622.0	pass	pass	warn	46.0	48.1737129867	SLX-11165.ORDRD10.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRD10.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	fail	49.2775300046	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	4900090.0	pass	fail	warn	46.0	48.1820019438	SLX-11165.ORDRD10.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRD10.HFN3MBBXX.s_7.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	4758155.0	pass	pass	warn	46.0	48.2238055028	SLX-11165.ORDRD10.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRD10.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	fail	49.2621916042	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	4756388.0	pass	fail	warn	46.0	48.182806334	SLX-11165.ORDRD10.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRD11.HFMVTBBXX.s_1.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3222348.0	pass	pass	warn	46.0	67.7056191343	SLX-11165.ORDRD11.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRD11.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	warn	49.3809500749	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3221388.0	pass	fail	warn	46.0	67.9035503618	SLX-11165.ORDRD11.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRD11.HFMVTBBXX.s_2.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3275676.0	pass	pass	warn	46.0	67.3659804676	SLX-11165.ORDRD11.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRD11.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	warn	49.3900942898	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3274798.0	pass	fail	warn	46.0	67.5694953657	SLX-11165.ORDRD11.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRD11.HFN3MBBXX.s_5.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	warn	3540817.0	pass	pass	warn	46.0	67.2164166	SLX-11165.ORDRD11.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRD11.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	warn	49.3826458214	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3539793.0	pass	fail	warn	46.0	67.3708111776	SLX-11165.ORDRD11.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRD11.HFN3MBBXX.s_6.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	warn	3635300.0	pass	pass	warn	46.0	67.0703662925	SLX-11165.ORDRD11.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRD11.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	warn	49.3911162742	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3634331.0	pass	fail	warn	46.0	67.2435367829	SLX-11165.ORDRD11.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRD11.HFN3MBBXX.s_7.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	warn	3530293.0	pass	pass	warn	46.0	67.3079218968	SLX-11165.ORDRD11.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRD11.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	warn	49.3874154022	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3529346.0	pass	fail	warn	46.0	67.4823900963	SLX-11165.ORDRD11.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRD12.HFMVTBBXX.s_1.r_1	pass	0.0	pass	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3997764.0	pass	pass	warn	46.0	76.3122935209	SLX-11165.ORDRD12.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRD12.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	pass	49.4020896254	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3996793.0	pass	fail	warn	46.0	76.4453432077	SLX-11165.ORDRD12.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRD12.HFMVTBBXX.s_2.r_1	pass	0.0	pass	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	4068080.0	pass	pass	warn	46.0	76.4976293848	SLX-11165.ORDRD12.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRD12.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	pass	49.4118799569	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	4067338.0	pass	fail	warn	47.0	76.6649030043	SLX-11165.ORDRD12.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRD12.HFN3MBBXX.s_5.r_1	pass	0.0	pass	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	4392646.0	pass	pass	warn	46.0	76.5160668055	SLX-11165.ORDRD12.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRD12.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	pass	49.4093425372	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	4391762.0	pass	fail	warn	46.0	76.6398372472	SLX-11165.ORDRD12.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRD12.HFN3MBBXX.s_6.r_1	pass	0.0	pass	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	4531633.0	pass	pass	warn	46.0	76.3376811743	SLX-11165.ORDRD12.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRD12.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	pass	49.4129954002	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	4530680.0	pass	fail	warn	46.0	76.4657956833	SLX-11165.ORDRD12.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRD12.HFN3MBBXX.s_7.r_1	pass	0.0	pass	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	4393775.0	pass	pass	warn	46.0	76.3991313021	SLX-11165.ORDRD12.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRD12.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	pass	49.4098248926	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	4392903.0	pass	fail	warn	46.0	76.5382842104	SLX-11165.ORDRD12.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRE04.HFMVTBBXX.s_1.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	4633739.0	pass	pass	warn	49.0	52.3645077346	SLX-11165.ORDRE04.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRE04.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	warn	49.3836965483	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	4632197.0	pass	fail	warn	49.0	52.5307781328	SLX-11165.ORDRE04.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRE04.HFMVTBBXX.s_2.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	4713166.0	pass	pass	warn	49.0	51.830817024	SLX-11165.ORDRE04.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRE04.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	warn	49.3914666584	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	4711847.0	pass	fail	warn	49.0	52.0329439609	SLX-11165.ORDRE04.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRE04.HFN3MBBXX.s_5.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	5055066.0	pass	pass	warn	49.0	52.1505315074	SLX-11165.ORDRE04.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRE04.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	warn	49.3917588687	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	5053578.0	pass	fail	warn	49.0	52.3083895691	SLX-11165.ORDRE04.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRE04.HFN3MBBXX.s_6.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	5224278.0	pass	pass	warn	49.0	52.1214883509	SLX-11165.ORDRE04.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRE04.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	warn	49.397311732	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	5222768.0	pass	fail	warn	49.0	52.2988215968	SLX-11165.ORDRE04.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRE04.HFN3MBBXX.s_7.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	5062320.0	pass	pass	warn	49.0	52.0686630301	SLX-11165.ORDRE04.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRE04.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	warn	49.392017507	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	5060825.0	pass	fail	warn	49.0	52.2140173019	SLX-11165.ORDRE04.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRE06.HFMVTBBXX.s_1.r_1	pass	0.0	pass	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	1844429.0	pass	pass	warn	47.0	72.2319580726	SLX-11165.ORDRE06.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRE06.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	pass	49.3882613834	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	1843897.0	pass	fail	warn	47.0	72.3892124477	SLX-11165.ORDRE06.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRE06.HFMVTBBXX.s_2.r_1	pass	0.0	pass	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	1880683.0	pass	pass	warn	47.0	72.2403298666	SLX-11165.ORDRE06.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRE06.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	pass	49.3980226698	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	1880212.0	pass	fail	warn	47.0	72.3935345729	SLX-11165.ORDRE06.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRE06.HFN3MBBXX.s_5.r_1	pass	0.0	pass	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2027661.0	pass	pass	warn	47.0	72.4862986014	SLX-11165.ORDRE06.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRE06.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	pass	49.3945619776	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2027134.0	pass	fail	warn	47.0	72.6029829814	SLX-11165.ORDRE06.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
